Dot Point Measurements

Generated: Friday 08 October 2021 13:30:50

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	BROAD	MORPHOLOGY	TYPE	FieldOfView	Relief	CODE			Radius %
npz9.16.jpg	      0		941	1724																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				100.0
npz9.17.jpg	      0		139	196																Open					100.0
npz9.17.jpg	      0		406	196																Open					89.9
npz9.17.jpg	      0		674	196																Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				89.9
npz9.17.jpg	      0		941	196																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				100.0
npz9.17.jpg	      0		139	578																Open					64.2
npz9.17.jpg	      0		406	578																Open					46.9
npz9.17.jpg	      0		674	578																Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				46.9
npz9.17.jpg	      0		941	578																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				64.2
npz9.17.jpg	      0		139	960																Open					46.5
npz9.17.jpg	      0		406	960																Open					15.5
npz9.17.jpg	      0		674	960																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				15.5
npz9.17.jpg	      0		941	960																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.5
npz9.17.jpg	      0		139	1342																Open					64.2
npz9.17.jpg	      0		406	1342																Open					46.9
npz9.17.jpg	      0		674	1342																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.9
npz9.17.jpg	      0		941	1342																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				64.2
npz9.17.jpg	      0		139	1724																Open					100.0
npz9.17.jpg	      0		406	1724																Open					89.9
npz9.17.jpg	      0		674	1724																Open					89.9
npz9.17.jpg	      0		941	1724																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				100.0
npz9.18.jpg	      0		139	196																Open					100.0
npz9.18.jpg	      0		406	196																Open					89.9
npz9.18.jpg	      0		674	196																Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				89.9
npz9.18.jpg	      0		941	196																Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				100.0
npz9.18.jpg	      0		139	578																Open					64.2
npz9.18.jpg	      0		406	578																Open					46.9
npz9.18.jpg	      0		674	578																Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				46.9
npz9.18.jpg	      0		941	578																Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				64.2
npz9.18.jpg	      0		139	960																Open					46.5
npz9.18.jpg	      0		406	960																Open					15.5
npz9.18.jpg	      0		674	960																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				15.5
npz9.18.jpg	      0		941	960																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.5
npz9.18.jpg	      0		139	1342																Open					64.2
npz9.18.jpg	      0		406	1342																Open					46.9
npz9.18.jpg	      0		674	1342																Limited	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				46.9
npz9.18.jpg	      0		941	1342																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				64.2
npz9.18.jpg	      0		139	1724																Open					100.0
npz9.18.jpg	      0		406	1724																Open					89.9
npz9.18.jpg	      0		674	1724																Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				89.9
npz9.18.jpg	      0		941	1724																Limited	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				100.0
npz9.19.jpg	      0		139	196																Open					100.0
npz9.19.jpg	      0		406	196																Open					89.9
npz9.19.jpg	      0		674	196																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				89.9
npz9.19.jpg	      0		941	196																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				100.0
npz9.19.jpg	      0		139	578																Open					64.2
npz9.19.jpg	      0		406	578																Open					46.9
npz9.19.jpg	      0		674	578																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.9
npz9.19.jpg	      0		941	578																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				64.2
npz9.19.jpg	      0		139	960																Open					46.5
npz9.19.jpg	      0		406	960																Limited					15.5
npz9.19.jpg	      0		674	960																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				15.5
npz9.19.jpg	      0		941	960																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.5
npz9.19.jpg	      0		139	1342																Open					64.2
npz9.19.jpg	      0		406	1342																Open					46.9
npz9.19.jpg	      0		674	1342																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.9
npz9.19.jpg	      0		941	1342																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				64.2
npz9.19.jpg	      0		139	1724																Open					100.0
npz9.19.jpg	      0		406	1724																Open					89.9
npz9.19.jpg	      0		674	1724																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				89.9
npz9.19.jpg	      0		941	1724																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				100.0
npz9.2.jpg	      0		139	196																Open					100.0
npz9.2.jpg	      0		406	196																Open					89.9
npz9.2.jpg	      0		674	196																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				89.9
npz9.2.jpg	      0		941	196																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				100.0
npz9.2.jpg	      0		139	578																Open					64.2
npz9.2.jpg	      0		406	578																Open					46.9
npz9.2.jpg	      0		674	578																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.9
npz9.2.jpg	      0		941	578																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				64.2
npz9.2.jpg	      0		139	960																Open					46.5
npz9.2.jpg	      0		406	960																Open					15.5
npz9.2.jpg	      0		674	960																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				15.5
npz9.2.jpg	      0		941	960																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.5
npz9.2.jpg	      0		139	1342																Open					64.2
npz9.2.jpg	      0		406	1342																Open					46.9
npz9.2.jpg	      0		674	1342																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.9
npz9.2.jpg	      0		941	1342																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				64.2
npz9.2.jpg	      0		139	1724																Open					100.0
npz9.2.jpg	      0		406	1724																Open					89.9
npz9.2.jpg	      0		674	1724																Open					89.9
npz9.2.jpg	      0		941	1724																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				100.0
npz9.21.jpg	      0		139	196																Open					100.0
npz9.21.jpg	      0		406	196																Open					89.9
npz9.21.jpg	      0		674	196																Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				89.9
npz9.21.jpg	      0		941	196																Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				100.0
npz9.21.jpg	      0		139	578																Open					64.2
npz9.21.jpg	      0		406	578																Open					46.9
npz9.21.jpg	      0		674	578																Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				46.9
npz9.21.jpg	      0		941	578																Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				64.2
npz9.21.jpg	      0		139	960																Open					46.5
npz9.21.jpg	      0		406	960																Open					15.5
npz9.21.jpg	      0		674	960																Limited	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				15.5
npz9.21.jpg	      0		941	960																Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				46.5
npz9.21.jpg	      0		139	1342																Open					64.2
npz9.21.jpg	      0		406	1342																Open					46.9
npz9.21.jpg	      0		674	1342																Limited	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				46.9
npz9.21.jpg	      0		941	1342																Limited	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				64.2
npz9.21.jpg	      0		139	1724																Open					100.0
npz9.21.jpg	      0		406	1724																Open					89.9
npz9.21.jpg	      0		674	1724																Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				89.9
npz9.21.jpg	      0		941	1724																Limited	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				100.0
npz9.22.jpg	      0		139	196																Open					100.0
npz9.22.jpg	      0		406	196																Open					89.9
npz9.22.jpg	      0		674	196																Limited					89.9
npz9.22.jpg	      0		941	196																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				100.0
npz9.22.jpg	      0		139	578																Open					64.2
npz9.22.jpg	      0		406	578																Limited					46.9
npz9.22.jpg	      0		674	578																Limited					46.9
npz9.22.jpg	      0		941	578																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				64.2
npz9.22.jpg	      0		139	960																Open					46.5
npz9.22.jpg	      0		406	960																Open					15.5
npz9.22.jpg	      0		674	960																Limited					15.5
npz9.22.jpg	      0		941	960																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.5
npz9.22.jpg	      0		139	1342																Open					64.2
npz9.22.jpg	      0		406	1342																Open					46.9
npz9.22.jpg	      0		674	1342																Open					46.9
npz9.22.jpg	      0		941	1342																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				64.2
npz9.22.jpg	      0		139	1724																Open					100.0
npz9.22.jpg	      0		406	1724																Open					89.9
npz9.22.jpg	      0		674	1724																Open					89.9
npz9.22.jpg	      0		941	1724																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				100.0
npz9.24.jpg	      0		139	196																Open					100.0
npz9.24.jpg	      0		406	196																Open					89.9
npz9.24.jpg	      0		674	196																					89.9
npz9.24.jpg	      0		941	196																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				100.0
npz9.24.jpg	      0		139	578																Open					64.2
npz9.24.jpg	      0		406	578																Open					46.9
npz9.24.jpg	      0		674	578																Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				46.9
npz9.24.jpg	      0		941	578																Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				64.2
npz9.24.jpg	      0		139	960																Open					46.5
npz9.24.jpg	      0		406	960																Open					15.5
npz9.24.jpg	      0		674	960																Limited	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				15.5
npz9.24.jpg	      0		941	960																Limited	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				46.5
npz9.24.jpg	      0		139	1342																Open					64.2
npz9.24.jpg	      0		406	1342																Open					46.9
npz9.24.jpg	      0		674	1342																Limited	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				46.9
npz9.24.jpg	      0		941	1342																Limited	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				64.2
npz9.24.jpg	      0		139	1724																Open					100.0
npz9.24.jpg	      0		406	1724																Open					89.9
npz9.24.jpg	      0		674	1724																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				89.9
npz9.24.jpg	      0		941	1724																Limited	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				100.0
npz9.25.jpg	      0		139	196																Open					100.0
npz9.25.jpg	      0		406	196																Open					89.9
npz9.25.jpg	      0		674	196																Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				89.9
npz9.25.jpg	      0		941	196																Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				100.0
npz9.25.jpg	      0		139	578																Open					64.2
npz9.25.jpg	      0		406	578																Open					46.9
npz9.25.jpg	      0		674	578																Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				46.9
npz9.25.jpg	      0		941	578																Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				64.2
npz9.25.jpg	      0		139	960																Open					46.5
npz9.25.jpg	      0		406	960																Open					15.5
npz9.25.jpg	      0		674	960																Limited	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				15.5
npz9.25.jpg	      0		941	960																Limited	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				46.5
npz9.25.jpg	      0		139	1342																Open					64.2
npz9.25.jpg	      0		406	1342																Open					46.9
npz9.25.jpg	      0		674	1342																Limited	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				46.9
npz9.25.jpg	      0		941	1342																Limited	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				64.2
npz9.25.jpg	      0		139	1724																Open					100.0
npz9.25.jpg	      0		406	1724																Open					89.9
npz9.25.jpg	      0		674	1724																Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				89.9
npz9.25.jpg	      0		941	1724																Limited	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				100.0
npz9.26.jpg	      0		139	196																Open					100.0
npz9.26.jpg	      0		406	196																Open					89.9
npz9.26.jpg	      0		674	196																Limited	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				89.9
npz9.26.jpg	      0		941	196																Limited	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				100.0
npz9.26.jpg	      0		139	578																Open					64.2
npz9.26.jpg	      0		406	578																Open					46.9
npz9.26.jpg	      0		674	578																Limited	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				46.9
npz9.26.jpg	      0		941	578																Limited	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				64.2
npz9.26.jpg	      0		139	960																Open					46.5
npz9.26.jpg	      0		406	960																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				15.5
npz9.26.jpg	      0		674	960																Limited	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				15.5
npz9.26.jpg	      0		941	960																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.5
npz9.26.jpg	      0		139	1342																Open					64.2
npz9.26.jpg	      0		406	1342																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.9
npz9.26.jpg	      0		674	1342																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.9
npz9.26.jpg	      0		941	1342																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				64.2
npz9.26.jpg	      0		139	1724																Open					100.0
npz9.26.jpg	      0		406	1724																Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				89.9
npz9.26.jpg	      0		674	1724																Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				89.9
npz9.26.jpg	      0		941	1724																Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				100.0
npz9.27.jpg	      0		139	196																Open					100.0
npz9.27.jpg	      0		406	196																Open					89.9
npz9.27.jpg	      0		674	196																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				89.9
npz9.27.jpg	      0		941	196																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				100.0
npz9.27.jpg	      0		139	578																Open					64.2
npz9.27.jpg	      0		406	578																Open					46.9
npz9.27.jpg	      0		674	578																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.9
npz9.27.jpg	      0		941	578																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				64.2
npz9.27.jpg	      0		139	960																Open					46.5
npz9.27.jpg	      0		406	960																Limited					15.5
npz9.27.jpg	      0		674	960																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				15.5
npz9.27.jpg	      0		941	960																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.5
npz9.27.jpg	      0		139	1342																Open					64.2
npz9.27.jpg	      0		406	1342																Limited					46.9
npz9.27.jpg	      0		674	1342																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.9
npz9.27.jpg	      0		941	1342																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				64.2
npz9.27.jpg	      0		139	1724																Open					100.0
npz9.27.jpg	      0		406	1724																Open					89.9
npz9.27.jpg	      0		674	1724																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				89.9
npz9.27.jpg	      0		941	1724																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				100.0
npz9.28.jpg	      0		139	196																Open					100.0
npz9.28.jpg	      0		406	196																Open					89.9
npz9.28.jpg	      0		674	196																Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				89.9
npz9.28.jpg	      0		941	196																Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				100.0
npz9.28.jpg	      0		139	578																Open					64.2
npz9.28.jpg	      0		406	578																Open					46.9
npz9.28.jpg	      0		674	578																Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				46.9
npz9.28.jpg	      0		941	578																Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				64.2
npz9.28.jpg	      0		139	960																Open					46.5
npz9.28.jpg	      0		406	960																Limited					15.5
npz9.28.jpg	      0		674	960																Limited	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				15.5
npz9.28.jpg	      0		941	960																Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				46.5
npz9.28.jpg	      0		139	1342																Open					64.2
npz9.28.jpg	      0		406	1342																Open					46.9
npz9.28.jpg	      0		674	1342																Limited	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				46.9
npz9.28.jpg	      0		941	1342																Limited	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				64.2
npz9.28.jpg	      0		139	1724																Open					100.0
npz9.28.jpg	      0		406	1724																Open					89.9
npz9.28.jpg	      0		674	1724																Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				89.9
npz9.28.jpg	      0		941	1724																Limited	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				100.0
npz9.29.jpg	      0		139	196																Open					100.0
npz9.29.jpg	      0		406	196																Open					89.9
npz9.29.jpg	      0		674	196																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				89.9
npz9.29.jpg	      0		941	196																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				100.0
npz9.29.jpg	      0		139	578																Open					64.2
npz9.29.jpg	      0		406	578																Open					46.9
npz9.29.jpg	      0		674	578																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.9
npz9.29.jpg	      0		941	578																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				64.2
npz9.29.jpg	      0		139	960																Open					46.5
npz9.29.jpg	      0		406	960																Open					15.5
npz9.29.jpg	      0		674	960																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				15.5
npz9.29.jpg	      0		941	960																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.5
npz9.29.jpg	      0		139	1342																Open					64.2
npz9.29.jpg	      0		406	1342																Open					46.9
npz9.29.jpg	      0		674	1342																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.9
npz9.29.jpg	      0		941	1342																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				64.2
npz9.29.jpg	      0		139	1724																Open					100.0
npz9.29.jpg	      0		406	1724																Open					89.9
npz9.29.jpg	      0		674	1724																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				89.9
npz9.29.jpg	      0		941	1724																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				100.0
npz9.3.jpg	      0		139	196																Open					100.0
npz9.3.jpg	      0		406	196																Open					89.9
npz9.3.jpg	      0		674	196																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				89.9
npz9.3.jpg	      0		941	196																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				100.0
npz9.3.jpg	      0		139	578																Open					64.2
npz9.3.jpg	      0		406	578																Open					46.9
npz9.3.jpg	      0		674	578																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.9
npz9.3.jpg	      0		941	578																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				64.2
npz9.3.jpg	      0		139	960																Open					46.5
npz9.3.jpg	      0		406	960																Open					15.5
npz9.3.jpg	      0		674	960																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				15.5
npz9.3.jpg	      0		941	960																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.5
npz9.3.jpg	      0		139	1342																Open					64.2
npz9.3.jpg	      0		406	1342																Open					46.9
npz9.3.jpg	      0		674	1342																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.9
npz9.3.jpg	      0		941	1342																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				64.2
npz9.3.jpg	      0		139	1724																Open					100.0
npz9.3.jpg	      0		406	1724																Open					89.9
npz9.3.jpg	      0		674	1724																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				89.9
npz9.3.jpg	      0		941	1724																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				100.0
npz9.30.jpg	      0		139	196																Open					100.0
npz9.30.jpg	      0		406	196																Open					89.9
npz9.30.jpg	      0		674	196																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				89.9
npz9.30.jpg	      0		941	196																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				100.0
npz9.30.jpg	      0		139	578																Open					64.2
npz9.30.jpg	      0		406	578																Open					46.9
npz9.30.jpg	      0		674	578																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.9
npz9.30.jpg	      0		941	578																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				64.2
npz9.30.jpg	      0		139	960																Open					46.5
npz9.30.jpg	      0		406	960																Limited					15.5
npz9.30.jpg	      0		674	960																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				15.5
npz9.30.jpg	      0		941	960																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.5
npz9.30.jpg	      0		139	1342																Open					64.2
npz9.30.jpg	      0		406	1342																Open					46.9
npz9.30.jpg	      0		674	1342																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.9
npz9.30.jpg	      0		941	1342																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				64.2
npz9.30.jpg	      0		139	1724																Open					100.0
npz9.30.jpg	      0		406	1724																Open					89.9
npz9.30.jpg	      0		674	1724																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				89.9
npz9.30.jpg	      0		941	1724																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				100.0
npz9.4.jpg	      0		139	196																Open					100.0
npz9.4.jpg	      0		406	196																Open					89.9
npz9.4.jpg	      0		674	196																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				89.9
npz9.4.jpg	      0		941	196																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				100.0
npz9.4.jpg	      0		139	578																Open					64.2
npz9.4.jpg	      0		406	578																Open					46.9
npz9.4.jpg	      0		674	578																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.9
npz9.4.jpg	      0		941	578																Limited	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				64.2
npz9.4.jpg	      0		139	960																Open					46.5
npz9.4.jpg	      0		406	960																					15.5
npz9.4.jpg	      0		674	960																Limited	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				15.5
npz9.4.jpg	      0		941	960																Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				46.5
npz9.4.jpg	      0		139	1342																Open					64.2
npz9.4.jpg	      0		406	1342																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.9
npz9.4.jpg	      0		674	1342																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				46.9
npz9.4.jpg	      0		941	1342																Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				64.2
npz9.4.jpg	      0		139	1724																Open					100.0
npz9.4.jpg	      0		406	1724																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				89.9
npz9.4.jpg	      0		674	1724																Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.				89.9
npz9.4.jpg	      0		941	1724																Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."				100.0
npz9.5.jpg	      0		139	196																Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				100.0
npz9.5.jpg	      0		406	196																Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				89.9
npz9.5.jpg	      0		674	196																Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				89.9
npz9.5.jpg	      0		941	196																Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				100.0
npz9.5.jpg	      0		139	578																Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				64.2
npz9.5.jpg	      0		406	578																Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				46.9
npz9.5.jpg	      0		674	578																Open	.3. Good relief structure with some overhangs. >45 substrate slope.				46.9
npz9.5.jpg	      0		941	578																Open	.3. Good relief structure with some overhangs. >45 substrate slope.				64.2
npz9.5.jpg	      0		139	960																Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				46.5
npz9.5.jpg	      0		406	960																Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				15.5
npz9.5.jpg	      0		674	960																Limited	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				15.5
npz9.5.jpg	      0		941	960																Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				46.5
npz9.5.jpg	      0		139	1342																Open	.3. Good relief structure with some overhangs. >45 substrate slope.				64.2
npz9.5.jpg	      0		406	1342																Open	".4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope."				46.9
npz9.5.jpg	      0		674	1342																Limited	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				46.9
npz9.5.jpg	      0		941	1342																Limited	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.				64.2
npz9.5.jpg	      0		139	1724																Open	".4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope."				100.0
